Year,Month,Days,Date,Max_temp,Min_temp,Rainfall,Solar_exposure
2016,2,Friday,2016/2/12,28.1,14.6,0,26.9
2016,2,Saturday,2016/2/13,37.5,16.4,0,21.6
2016,2,Sunday,2016/2/14,26.7,12.5,0.4,24
2016,2,Monday,2016/2/15,27.7,11.6,0,26
2016,2,Tuesday,2016/2/16,18.8,13.4,0.8,13.1
2016,2,Wednesday,2016/2/17,23.6,12.8,0,14.7
2016,2,Thursday,2016/2/18,22.9,14.4,0.2,12.5
2016,2,Friday,2016/2/19,23,14.2,0,10.7
2016,2,Saturday,2016/2/20,22.3,13.8,0,22.3
2016,2,Sunday,2016/2/21,28.1,10,0,26.4
2016,2,Monday,2016/2/22,30.6,13.6,0,10.6
2016,2,Tuesday,2016/2/23,41.4,18.3,0,19.8
2016,2,Wednesday,2016/2/24,29.6,23,0.2,15.9
2016,2,Thursday,2016/2/25,29.9,18.6,0.4,15.3
2016,2,Friday,2016/2/26,25.1,12,0,17
2016,2,Saturday,2016/2/27,24.2,16.5,0,15.6
2016,2,Sunday,2016/2/28,23.9,15.7,0,22.4
2016,2,Monday,2016/2/29,25.1,14,0,18
2016,3,Tuesday,2016/3/1,34.5,13,0,23.4
2016,3,Wednesday,2016/3/2,37.3,17.2,0,22.8
2016,3,Thursday,2016/3/3,26.4,16.4,0,17.8
2016,3,Friday,2016/3/4,39.2,14.8,0,19
2016,3,Saturday,2016/3/5,24.5,19,0,13.5
2016,3,Sunday,2016/3/6,28.8,15,0,21
2016,3,Monday,2016/3/7,23.9,17.9,0,5.8
2016,3,Tuesday,2016/3/8,40.2,18.7,0,21.5
2016,3,Wednesday,2016/3/9,30.7,21.4,0,10.3
2016,3,Thursday,2016/3/10,20.2,17.8,2.4,4.4
2016,3,Friday,2016/3/11,28.3,17.8,9.8,18.6
2016,3,Saturday,2016/3/12,21.7,18.4,0,6.9
2016,3,Sunday,2016/3/13,24.1,16.9,1,12.6
2016,3,Monday,2016/3/14,20.1,16.6,0,7.8
2016,3,Tuesday,2016/3/15,27.8,13,0,19.5
2016,3,Wednesday,2016/3/16,31.7,13.4,0,18.9
2016,3,Thursday,2016/3/17,33.2,16.5,0,19.4
2016,3,Friday,2016/3/18,20.4,13.7,8.2,11.4
2016,3,Saturday,2016/3/19,19.4,10.8,3,11.1
2016,3,Sunday,2016/3/20,22,10.4,1.2,20.1
2016,3,Monday,2016/3/21,22.7,8.7,0,19.9
2016,3,Tuesday,2016/3/22,25.9,9.5,0,21.6
2016,3,Wednesday,2016/3/23,29.4,12.6,0,14.3
2016,3,Thursday,2016/3/24,21.1,16.6,0.6,6.7
2016,3,Friday,2016/3/25,21.9,12.9,0.2,14.4
2016,3,Saturday,2016/3/26,20.3,11,0,5.3
2016,3,Sunday,2016/3/27,19.5,12.9,0.8,11.6
2016,3,Monday,2016/3/28,19.7,7,0,10.5
2016,3,Tuesday,2016/3/29,18,12.5,0,6.8
2016,3,Wednesday,2016/3/30,18.3,13.4,0,7
2016,3,Thursday,2016/3/31,24.3,7,0,17.1
2016,4,Friday,2016/4/1,27,12,0,15.3
2016,4,Saturday,2016/4/2,20.9,15.1,0,8.5
2016,4,Sunday,2016/4/3,19.8,8.3,0,15.6
2016,4,Monday,2016/4/4,23.8,7.7,0,18.7
2016,4,Tuesday,2016/4/5,29.2,10.5,0,16.2
2016,4,Wednesday,2016/4/6,15.4,12.4,8,4.6
2016,4,Thursday,2016/4/7,18.6,7.4,3.4,11.9
2016,4,Friday,2016/4/8,20.1,10.2,0,10.7
2016,4,Saturday,2016/4/9,22.7,9.1,0,10.7
2016,4,Sunday,2016/4/10,23.5,11.5,0,13.6
2016,4,Monday,2016/4/11,20.7,13.8,0,9.1
2016,4,Tuesday,2016/4/12,19.4,12.6,0,11.8
2016,4,Wednesday,2016/4/13,19.7,11.8,0,12.7
2016,4,Thursday,2016/4/14,28,9.8,0,13.4
2016,4,Friday,2016/4/15,28.7,11.5,0,16.6
2016,4,Saturday,2016/4/16,20.7,12.4,0,8.3
2016,4,Sunday,2016/4/17,19.3,12,1.4,14.8
2016,4,Monday,2016/4/18,25.5,8,0,15.4
2016,4,Tuesday,2016/4/19,27.6,12.3,0,14.7
2016,4,Wednesday,2016/4/20,28.7,15.5,0,14.6
2016,4,Thursday,2016/4/21,24.8,19.8,0,4.9
2016,4,Friday,2016/4/22,16.5,13.1,17.8,9.6
2016,4,Saturday,2016/4/23,18.3,10.5,0.2,8.1
2016,4,Sunday,2016/4/24,21.1,7.9,0.2,15.2
2016,4,Monday,2016/4/25,25,8.8,0,15.2
2016,4,Tuesday,2016/4/26,25.7,9,0,15.1
2016,4,Wednesday,2016/4/27,23.8,13.7,0,10.6
2016,4,Thursday,2016/4/28,23.6,18,0,5.1
2016,4,Friday,2016/4/29,19.1,15.8,0.8,3.7
2016,4,Saturday,2016/4/30,23.4,15.1,4.6,11.8
2016,5,Sunday,2016/5/1,16.6,13.6,6.6,10.5
2016,5,Monday,2016/5/2,17.6,7.3,0,12.9
2016,5,Tuesday,2016/5/3,19.6,10.9,0,8.2
2016,5,Wednesday,2016/5/4,17.2,6.8,0.8,12.5
2016,5,Thursday,2016/5/5,21,10.6,0,13.1
2016,5,Friday,2016/5/6,25.1,13.7,0,13.8
2016,5,Saturday,2016/5/7,25.5,9.2,0,11.5
2016,5,Sunday,2016/5/8,19.1,14.4,4,3.5
2016,5,Monday,2016/5/9,21.3,14.9,1.6,9.3
2016,5,Tuesday,2016/5/10,16.6,12,10.6,7.9
2016,5,Wednesday,2016/5/11,16.8,10.5,0,5.3
2016,5,Thursday,2016/5/12,21.7,12.7,0,9.6
2016,5,Friday,2016/5/13,21.5,13.3,0,11.5
2016,5,Saturday,2016/5/14,21.1,12.5,0,13.1
2016,5,Sunday,2016/5/15,21.3,12.9,0,10.8
2016,5,Monday,2016/5/16,18.7,6.3,0,8.3
2016,5,Tuesday,2016/5/17,17.5,11.1,0.4,6.1
2016,5,Wednesday,2016/5/18,19.2,11.6,0,8.8
2016,5,Thursday,2016/5/19,17.7,12.3,0,5.1
2016,5,Friday,2016/5/20,17.4,9.1,1,7.9
2016,5,Saturday,2016/5/21,18.3,6.3,0,9.4
2016,5,Sunday,2016/5/22,20.7,10,0,7.8
2016,5,Monday,2016/5/23,16.3,11,0.8,8.9
2016,5,Tuesday,2016/5/24,15.9,8.3,1.6,8.9
2016,5,Wednesday,2016/5/25,15.8,7.2,0,5.3
2016,5,Thursday,2016/5/26,11.1,9.3,11.4,2.8
2016,5,Friday,2016/5/27,14.6,6.1,6.4,9.1
2016,5,Saturday,2016/5/28,13.4,3.1,0.4,7.6
2016,5,Sunday,2016/5/29,12.7,8.6,1.4,6.8
2016,5,Monday,2016/5/30,13.9,3.9,0,9.7
2016,5,Tuesday,2016/5/31,16.6,1,0,9.7
2016,6,Wednesday,2016/6/1,16,3.8,0,9.4
2016,6,Thursday,2016/6/2,13.2,2.4,0,9.6
2016,6,Friday,2016/6/3,14,6.2,0,8.3
2016,6,Saturday,2016/6/4,14.3,8.4,5.4,3.9
2016,6,Sunday,2016/6/5,14,10.3,4,3.5
2016,6,Monday,2016/6/6,13.2,6.6,5,7.2
2016,6,Tuesday,2016/6/7,14.2,8.2,0,5
2016,6,Wednesday,2016/6/8,13.5,7.2,1.6,4.7
2016,6,Thursday,2016/6/9,17.3,9.8,1,7.8
2016,6,Friday,2016/6/10,15.1,7.3,0.4,8.2
2016,6,Saturday,2016/6/11,12.7,6,5.4,5.8
2016,6,Sunday,2016/6/12,13.4,4.1,0.4,7.9
2016,6,Monday,2016/6/13,12.8,3.4,0,9.3
2016,6,Tuesday,2016/6/14,14.5,6.8,0,8.7
2016,6,Wednesday,2016/6/15,17.5,6.2,0,9.2
2016,6,Thursday,2016/6/16,13.3,6.9,0,4.6
2016,6,Friday,2016/6/17,14.4,8.3,3.2,3.8
2016,6,Saturday,2016/6/18,11.7,9.3,16.6,4.3
2016,6,Sunday,2016/6/19,12.4,5.2,0.2,6.9
2016,6,Monday,2016/6/20,12.4,8.9,7,3.4
2016,6,Tuesday,2016/6/21,14.1,7.8,5.2,7
2016,6,Wednesday,2016/6/22,14.9,8.4,0.2,6.7
2016,6,Thursday,2016/6/23,13.5,8.9,0,5.8
2016,6,Friday,2016/6/24,9.6,4.6,10.4,6.8
2016,6,Saturday,2016/6/25,11.9,1.7,0,8.1
2016,6,Sunday,2016/6/26,10.2,2.2,0,8.3
2016,6,Monday,2016/6/27,10.4,4.9,0.2,4.9
2016,6,Tuesday,2016/6/28,15.9,4.8,0.2,8.3
2016,6,Wednesday,2016/6/29,15,7.2,0,9.4
2016,6,Thursday,2016/6/30,10.3,8.3,0,4.4
2016,7,Friday,2016/7/1,13.1,5.7,3.6,8
2016,7,Saturday,2016/7/2,15.1,9.1,0,7.3
2016,7,Sunday,2016/7/3,16.2,8.6,0,9.1
2016,7,Monday,2016/7/4,11.6,9.3,0,2.2
2016,7,Tuesday,2016/7/5,11.9,6.8,2,2.6
2016,7,Wednesday,2016/7/6,11.8,8,24,3.5
2016,7,Thursday,2016/7/7,12.2,9.7,10.6,4.5
2016,7,Friday,2016/7/8,15.5,7.3,0.6,8.2
2016,7,Saturday,2016/7/9,14.6,4.2,0,9.5
2016,7,Sunday,2016/7/10,12.4,5.6,0,3.7
2016,7,Monday,2016/7/11,14.7,10.4,3,6.4
2016,7,Tuesday,2016/7/12,12.7,9.7,0,8.8
2016,7,Wednesday,2016/7/13,10.8,3.1,0.8,9.5
2016,7,Thursday,2016/7/14,12.7,4.1,0,5.7
2016,7,Friday,2016/7/15,12.9,6.4,0,7.3
2016,7,Saturday,2016/7/16,14,4.1,0,10.2
2016,7,Sunday,2016/7/17,15.1,2.1,0,10.3
2016,7,Monday,2016/7/18,18.7,9,0,9.3
2016,7,Tuesday,2016/7/19,15.2,10.9,0,5.3
2016,7,Wednesday,2016/7/20,15.1,7.9,1,9
2016,7,Thursday,2016/7/21,17.5,5.6,2.6,9.1
2016,7,Friday,2016/7/22,17.3,11.8,8.4,6.6
2016,7,Saturday,2016/7/23,10.6,6,1.2,9.5
2016,7,Sunday,2016/7/24,11.4,2.2,0.4,10.5
2016,7,Monday,2016/7/25,13.5,4.9,0,9.4
2016,7,Tuesday,2016/7/26,10.2,4.4,2.6,8.1
2016,7,Wednesday,2016/7/27,11.7,6.4,0.2,6.7
2016,7,Thursday,2016/7/28,15.3,4.8,0,6.8
2016,7,Friday,2016/7/29,14.2,7.7,0,6.4
2016,7,Saturday,2016/7/30,13.7,7.3,2.2,7.7
2016,7,Sunday,2016/7/31,16.1,8.7,0.2,11.3
2016,8,Monday,2016/8/1,13.2,10.3,2.6,4.6
2016,8,Tuesday,2016/8/2,12.3,4.6,9.2,9.5
2016,8,Wednesday,2016/8/3,12.4,6.8,2.4,8.3
2016,8,Thursday,2016/8/4,13.4,3.2,0.4,10.3
2016,8,Friday,2016/8/5,15,2.5,0,9
2016,8,Saturday,2016/8/6,13.5,3.6,0,7.1
2016,8,Sunday,2016/8/7,15.6,5.8,0,11.4
2016,8,Monday,2016/8/8,13.1,3.7,0,9.1
2016,8,Tuesday,2016/8/9,16.8,8.9,0,9.3
2016,8,Wednesday,2016/8/10,14.8,7.3,0.6,12
2016,8,Thursday,2016/8/11,14.1,4,3.8,12.1
2016,8,Friday,2016/8/12,13.8,4.8,0,10.8
2016,8,Saturday,2016/8/13,14.7,5.5,0.6,10.4
2016,8,Sunday,2016/8/14,16.8,6.6,0,9.6
2016,8,Monday,2016/8/15,17.3,7,0,13.5
2016,8,Tuesday,2016/8/16,18,8.6,0,13.4
2016,8,Wednesday,2016/8/17,15,10.8,0.4,8.5
2016,8,Thursday,2016/8/18,20.1,4.9,0,12.8
2016,8,Friday,2016/8/19,15.8,13.5,0,3.6
2016,8,Saturday,2016/8/20,12.6,4.9,6,11.6
2016,8,Sunday,2016/8/21,14.1,8.2,0.4,8.8
2016,8,Monday,2016/8/22,16.4,8.6,1.8,8.8
2016,8,Tuesday,2016/8/23,13.7,5.5,2,13.8
2016,8,Wednesday,2016/8/24,13.2,1.6,0.2,12
2016,8,Thursday,2016/8/25,12.9,4.5,0,11.7
2016,8,Friday,2016/8/26,13,4.5,0.2,9.1
2016,8,Saturday,2016/8/27,15.4,4.8,0,13.6
2016,8,Sunday,2016/8/28,18.5,8.1,0,12.5
2016,8,Monday,2016/8/29,18.6,7.3,0,13.4
2016,8,Tuesday,2016/8/30,16.9,8,0,4.2
2016,8,Wednesday,2016/8/31,19.5,11.4,0,13
2016,9,Thursday,2016/9/1,15,9.1,1,7.1
2016,9,Friday,2016/9/2,13.5,8.9,4.4,8.5
2016,9,Saturday,2016/9/3,14.4,8.1,1.2,9.5
2016,9,Sunday,2016/9/4,16.5,6.8,0.2,12.3
2016,9,Monday,2016/9/5,18,10,0,14.4
2016,9,Tuesday,2016/9/6,20.7,8.6,0,14.9
2016,9,Wednesday,2016/9/7,20.3,7.1,0,16
2016,9,Thursday,2016/9/8,22.4,12.3,0,15.9
2016,9,Friday,2016/9/9,15.4,14.2,1.4,4.5
2016,9,Saturday,2016/9/10,13.8,9.2,13.4,8.4
2016,9,Sunday,2016/9/11,16.6,6.6,1.2,13.8
2016,9,Monday,2016/9/12,13.7,8.7,1.6,7.1
2016,9,Tuesday,2016/9/13,13.1,8.9,12.4,4.1
2016,9,Wednesday,2016/9/14,15,9.6,20.4,12.9
2016,9,Thursday,2016/9/15,14.2,6.7,3.2,9.1
2016,9,Friday,2016/9/16,15.7,7.1,1.6,12.4
2016,9,Saturday,2016/9/17,19,9.3,0,18.7
2016,9,Sunday,2016/9/18,11.7,9.3,0.4,6
2016,9,Monday,2016/9/19,15.3,5.1,2.8,16.7
2016,9,Tuesday,2016/9/20,18.7,6.5,0,19.1
2016,9,Wednesday,2016/9/21,15.7,9.6,3,8.8
2016,9,Thursday,2016/9/22,12.3,8.3,2.2,6.7
2016,9,Friday,2016/9/23,18,7,0.2,16
2016,9,Saturday,2016/9/24,19.4,7.1,0,17.3
2016,9,Sunday,2016/9/25,15.3,6.5,11.6,17.1
2016,9,Monday,2016/9/26,16.7,7,0.4,10.6
2016,9,Tuesday,2016/9/27,15.5,4.4,9,16.2
2016,9,Wednesday,2016/9/28,17.8,6.8,2,19.3
2016,9,Thursday,2016/9/29,16.2,11.5,4.4,16.7
2016,9,Friday,2016/9/30,15.2,6.3,1.8,12.2
2016,10,Saturday,2016/10/1,17.7,8.9,2,12.9
2016,10,Sunday,2016/10/2,22.1,10.3,0,18.2
2016,10,Monday,2016/10/3,15.6,8.1,11.4,17.3
2016,10,Tuesday,2016/10/4,16.6,9.4,0.4,11.9
2016,10,Wednesday,2016/10/5,16,5.9,2.8,6.9
2016,10,Thursday,2016/10/6,25,8.3,0.2,22.6
2016,10,Friday,2016/10/7,20.9,14.4,0,4.7
2016,10,Saturday,2016/10/8,16.7,5.9,0.2,22.5
2016,10,Sunday,2016/10/9,20.3,6.7,0,13.8
2016,10,Monday,2016/10/10,16,10.9,0.6,16.5
2016,10,Tuesday,2016/10/11,14.9,5.2,3.8,18.5
2016,10,Wednesday,2016/10/12,16.1,7.9,0.2,14.1
2016,10,Thursday,2016/10/13,14.8,4,3.2,23.4
2016,10,Friday,2016/10/14,21.7,2.2,0,24.5
2016,10,Saturday,2016/10/15,23.6,9.1,0,20.5
2016,10,Sunday,2016/10/16,21.4,14.1,0,10
2016,10,Monday,2016/10/17,18.4,6.2,7.6,17.9
2016,10,Tuesday,2016/10/18,16.1,9.5,0.6,15
2016,10,Wednesday,2016/10/19,15.9,3.2,3.4,20.5
2016,10,Thursday,2016/10/20,21.1,5.9,0,25.5
2016,10,Friday,2016/10/21,16.3,12.3,0,4.4
2016,10,Saturday,2016/10/22,11.9,4.7,13.2,9.3
2016,10,Sunday,2016/10/23,13.2,5.7,24.8,16.6
2016,10,Monday,2016/10/24,17.8,8.2,0.6,21.1
2016,10,Tuesday,2016/10/25,24.1,8.4,0,22
2016,10,Wednesday,2016/10/26,19.3,14,0,9.4
2016,10,Thursday,2016/10/27,15.7,7.3,1.8,23.7
2016,10,Friday,2016/10/28,17.4,3.4,0,26.7
2016,10,Saturday,2016/10/29,24.4,6.9,0,26
2016,10,Sunday,2016/10/30,26,11.6,0,20.3
2016,10,Monday,2016/10/31,17.1,6.1,0.6,18.4
2016,11,Tuesday,2016/11/1,18.7,5.5,0.2,18.8
2016,11,Wednesday,2016/11/2,18.8,5.1,1.4,14.3
2016,11,Thursday,2016/11/3,21.5,6.8,0,27.5
2016,11,Friday,2016/11/4,28.3,7.4,0,26.1
2016,11,Saturday,2016/11/5,16.5,8.6,0,14
2016,11,Sunday,2016/11/6,21.7,10.4,0,25.4
2016,11,Monday,2016/11/7,25.4,13.6,0,17.5
2016,11,Tuesday,2016/11/8,18.5,8,0.6,28.7
2016,11,Wednesday,2016/11/9,18.6,7.8,0,18.4
2016,11,Thursday,2016/11/10,18.1,8.4,0,18.4
2016,11,Friday,2016/11/11,21.9,5,0,28.6
2016,11,Saturday,2016/11/12,24.3,11.3,3.8,16.7
2016,11,Sunday,2016/11/13,19.1,10.4,2.2,13.1
2016,11,Monday,2016/11/14,16.6,9.5,11.2,13.9
2016,11,Tuesday,2016/11/15,18.9,8.6,0,13.8
2016,11,Wednesday,2016/11/16,21.6,8.3,0,24.8
2016,11,Thursday,2016/11/17,30.9,10.2,0,27.5
2016,11,Friday,2016/11/18,20.1,13.8,0,15
2016,11,Saturday,2016/11/19,22.1,10.1,0,29.8
2016,11,Sunday,2016/11/20,33.8,9.6,0,25
2016,11,Monday,2016/11/21,34.3,16.9,0,17.6
2016,11,Tuesday,2016/11/22,13.9,13.3,8.2,2
2016,11,Wednesday,2016/11/23,16.4,10.4,8,13
2016,11,Thursday,2016/11/24,18.1,7.5,3.2,14.7
2016,11,Friday,2016/11/25,17.8,8.6,0,12.8
2016,11,Saturday,2016/11/26,18.9,8.9,0,15.4
2016,11,Sunday,2016/11/27,18.5,10.8,0,14.4
2016,11,Monday,2016/11/28,21.1,12.1,1,25.2
2016,11,Tuesday,2016/11/29,22.4,9.6,0,29.9
2016,11,Wednesday,2016/11/30,20.4,10.1,0,15.2
2016,12,Thursday,2016/12/1,24.6,9.1,0,26.4
2016,12,Friday,2016/12/2,22.7,10.8,0,25.3
2016,12,Saturday,2016/12/3,23.2,6.5,0,30.8
2016,12,Sunday,2016/12/4,31.7,9.1,0,13.5
2016,12,Monday,2016/12/5,22.1,15.7,1,21.7
2016,12,Tuesday,2016/12/6,21.2,11.4,0,21.4
2016,12,Wednesday,2016/12/7,28.4,7.1,0,30.7
2016,12,Thursday,2016/12/8,23.4,15.1,3.2,17
2016,12,Friday,2016/12/9,18.3,8.2,2.2,14.9
2016,12,Saturday,2016/12/10,19.3,10.9,0,27.7
2016,12,Sunday,2016/12/11,20.9,11.7,1.4,23.9
2016,12,Monday,2016/12/12,33,7.8,0,28.9
2016,12,Tuesday,2016/12/13,35.9,16.4,0,11.4
2016,12,Wednesday,2016/12/14,19.9,14.5,0,17.1
2016,12,Thursday,2016/12/15,19.7,9,0,29.3
2016,12,Friday,2016/12/16,24.1,7.9,0,13.9
2016,12,Saturday,2016/12/17,21.5,12.6,0,24.4
2016,12,Sunday,2016/12/18,18.6,6.7,0,29.5
2016,12,Monday,2016/12/19,30.9,5.5,0,27.4
2016,12,Tuesday,2016/12/20,23.2,13.8,2.4,25.6
2016,12,Wednesday,2016/12/21,20.4,9.6,0,20.3
2016,12,Thursday,2016/12/22,22,13.8,0,29.4
2016,12,Friday,2016/12/23,32,11.7,0,28.7
2016,12,Saturday,2016/12/24,34.9,14.6,1.4,28.8
2016,12,Sunday,2016/12/25,36.6,13.5,0,30.6
2016,12,Monday,2016/12/26,30,25.5,0,8.5
2016,12,Tuesday,2016/12/27,28,16.7,1.6,8.1
2016,12,Wednesday,2016/12/28,38.2,18.7,1.4,16.2
2016,12,Thursday,2016/12/29,34.7,24.9,0,16.2
2016,12,Friday,2016/12/30,31.2,19.2,62.8,28.7
2016,12,Saturday,2016/12/31,25.2,16,0,30.1
2017,1,Sunday,2017/1/1,21.8,15.6,0.4,9.9
2017,1,Monday,2017/1/2,19.3,12.9,2,12.7
2017,1,Tuesday,2017/1/3,21.2,13.3,0.6,25.4
2017,1,Wednesday,2017/1/4,30.2,14.7,0,30.8
2017,1,Thursday,2017/1/5,33.8,17.3,0,25.9
2017,1,Friday,2017/1/6,34.4,16.2,0,30.6
2017,1,Saturday,2017/1/7,36.8,18.5,0,27.7
2017,1,Sunday,2017/1/8,34.7,26,0,25.5
2017,1,Monday,2017/1/9,24,17.3,0,10.3
2017,1,Tuesday,2017/1/10,29.6,16.5,0,28.5
2017,1,Wednesday,2017/1/11,26.9,14.4,0,26
2017,1,Thursday,2017/1/12,29,11.2,0,31.4
2017,1,Friday,2017/1/13,29.9,16.7,1,3.2
2017,1,Saturday,2017/1/14,24.3,11.7,4,19.2
2017,1,Sunday,2017/1/15,22.6,11,0,28.2
2017,1,Monday,2017/1/16,33.4,11.9,0,30.8
2017,1,Tuesday,2017/1/17,38.3,16.7,0,26.6
2017,1,Wednesday,2017/1/18,21.2,13.9,0.4,25
2017,1,Thursday,2017/1/19,25.8,8.9,0,30.4
2017,1,Friday,2017/1/20,21,15.1,16.6,10.7
2017,1,Saturday,2017/1/21,22.2,13.3,0,24.1
2017,1,Sunday,2017/1/22,30.1,10.9,0,30.4
2017,1,Monday,2017/1/23,37.4,16.7,0,19.2
2017,1,Tuesday,2017/1/24,23.8,17.5,0.6,26.7
2017,1,Wednesday,2017/1/25,23.3,10,0,29.9
2017,1,Thursday,2017/1/26,21.5,13.2,0,17.3
2017,1,Friday,2017/1/27,25.7,15.9,0,29
2017,1,Saturday,2017/1/28,31.3,12.5,0,29.3
2017,1,Sunday,2017/1/29,28.9,14,0,29.4
2017,1,Monday,2017/1/30,30.7,16.4,0,1.7
2017,1,Tuesday,2017/1/31,22.6,15.4,0,28.2
2017,2,Wednesday,2017/2/1,21,11.4,0,11.6
2017,2,Thursday,2017/2/2,26.4,10.1,0,26.3
2017,2,Friday,2017/2/3,28.4,12.7,0,28.4
2017,2,Saturday,2017/2/4,36.5,11.6,0,27.4
2017,2,Sunday,2017/2/5,30.9,17,0,5.6
2017,2,Monday,2017/2/6,17.2,14.1,25.6,3.5
2017,2,Tuesday,2017/2/7,26.7,14.2,0,27.7
2017,2,Wednesday,2017/2/8,35.5,14.3,0,27.8
2017,2,Thursday,2017/2/9,37.4,22.6,0,16.1
2017,2,Friday,2017/2/10,31.2,16.8,0,22.6
2017,2,Saturday,2017/2/11,27.2,16.5,0,22.7
2017,2,Sunday,2017/2/12,20.7,13.3,1,11.3
2017,2,Monday,2017/2/13,21.3,12,0,12.1
2017,2,Tuesday,2017/2/14,20.3,13.2,0.4,15.8
2017,2,Wednesday,2017/2/15,31.8,7.8,0,25.2
2017,2,Thursday,2017/2/16,25.2,16.4,0,22.8
2017,2,Friday,2017/2/17,25.6,11.3,0,23.5
2017,2,Saturday,2017/2/18,19.3,9.9,0,15.1
2017,2,Sunday,2017/2/19,17.5,8.1,0,12.8
2017,2,Monday,2017/2/20,22.2,9.2,4.8,16.9
2017,2,Tuesday,2017/2/21,25.1,7.4,0,25.5
2017,2,Wednesday,2017/2/22,34,9.6,0,24
2017,2,Thursday,2017/2/23,26.8,12.5,0,23.3
2017,2,Friday,2017/2/24,20.9,14.9,0,13.2
2017,2,Saturday,2017/2/25,21.2,13.1,0.6,23.5
2017,2,Sunday,2017/2/26,30.2,11.5,0,23.7
2017,2,Monday,2017/2/27,32.7,13.4,0,24
2017,2,Tuesday,2017/2/28,33.9,16.3,0,23.7
2017,3,Wednesday,2017/3/1,33.2,14.8,0,23.6
2017,3,Thursday,2017/3/2,26.1,11.9,0,23.1
2017,3,Friday,2017/3/3,27.3,16.7,0,16.7
2017,3,Saturday,2017/3/4,29.7,14.7,0,22.8
2017,3,Sunday,2017/3/5,26,17.9,0,14.3
2017,3,Monday,2017/3/6,27.7,16.8,0,21
2017,3,Tuesday,2017/3/7,27.9,10.7,0,22.4
2017,3,Wednesday,2017/3/8,31.1,11.5,0,21.9
2017,3,Thursday,2017/3/9,32.7,13.4,0,20.8
2017,3,Friday,2017/3/10,26.9,13.2,0,20.3
2017,3,Saturday,2017/3/11,27.9,15.5,0,13.6
2017,3,Sunday,2017/3/12,33.3,16.2,0.6,17.7
2017,3,Monday,2017/3/13,26.6,12.5,0,19.7
2017,3,Tuesday,2017/3/14,32.9,15.5,0,19.1
2017,3,Wednesday,2017/3/15,33.9,19.5,0,19.6
2017,3,Thursday,2017/3/16,23.2,19.9,2.8,7.8
2017,3,Friday,2017/3/17,21.9,13,0,20.1
2017,3,Saturday,2017/3/18,30.7,10.2,0,19.9
2017,3,Sunday,2017/3/19,34.6,15.1,0,19.6
2017,3,Monday,2017/3/20,29.1,18.1,7,13.8
2017,3,Tuesday,2017/3/21,27.7,18.6,6.4,8.5
2017,3,Wednesday,2017/3/22,21,17,5,3.5
2017,3,Thursday,2017/3/23,24.8,14.2,0.4,13.2
2017,3,Friday,2017/3/24,25.3,11.2,0,16.4
2017,3,Saturday,2017/3/25,31.7,15.2,0,13.8
2017,3,Sunday,2017/3/26,26.2,17.1,4.8,12.1
2017,3,Monday,2017/3/27,31.7,18,0,9
2017,3,Tuesday,2017/3/28,24.4,9.9,2.2,18.3
2017,3,Wednesday,2017/3/29,27.6,12.1,0,15.3
2017,3,Thursday,2017/3/30,18.8,7.6,3.2,12.8
2017,3,Friday,2017/3/31,18.7,9.2,1,12.3
2017,4,Saturday,2017/4/1,19,7.5,0,10.5
2017,4,Sunday,2017/4/2,18.4,11.2,0.4,11.3
2017,4,Monday,2017/4/3,21.7,5.5,0,17.2
2017,4,Tuesday,2017/4/4,24.8,6.6,0,15.2
2017,4,Wednesday,2017/4/5,25.9,9.8,0,15.6
2017,4,Thursday,2017/4/6,26,11.8,0,12.7
2017,4,Friday,2017/4/7,26.7,12.5,0,14.6
2017,4,Saturday,2017/4/8,28.8,15.7,0,13.7
2017,4,Sunday,2017/4/9,14.8,10.4,7.2,4.8
2017,4,Monday,2017/4/10,14,9,40.8,3.7
2017,4,Tuesday,2017/4/11,19,10.7,2,12.2
2017,4,Wednesday,2017/4/12,19.5,10.5,0,14.2
2017,4,Thursday,2017/4/13,23.6,8.5,0.2,15.4
2017,4,Friday,2017/4/14,17.6,10.8,0,7.8
2017,4,Saturday,2017/4/15,16.6,8.3,0.2,9
2017,4,Sunday,2017/4/16,21.7,7.9,0,10.6
2017,4,Monday,2017/4/17,17.9,10.7,0,9.7
2017,4,Tuesday,2017/4/18,21.4,9.8,0,14.5
2017,4,Wednesday,2017/4/19,26.3,10,0,13
2017,4,Thursday,2017/4/20,26.3,14.8,0,11.7
2017,4,Friday,2017/4/21,19.1,15.4,7.6,4.4
2017,4,Saturday,2017/4/22,22.1,15.2,7.6,12
2017,4,Sunday,2017/4/23,22,13.2,1.6,10.6
2017,4,Monday,2017/4/24,23.4,14.8,3.8,11.1
2017,4,Tuesday,2017/4/25,18.1,15.8,20.4,6.4
2017,4,Wednesday,2017/4/26,14.2,9.3,8.2,9.7
2017,4,Thursday,2017/4/27,14.4,6.3,3,7.8
2017,4,Friday,2017/4/28,18.6,9.7,0,6.8
2017,4,Saturday,2017/4/29,19.4,12.3,0,8
2017,4,Sunday,2017/4/30,16.1,12.3,0.2,7.4
2017,5,Monday,2017/5/1,18.7,9.3,0,8.1
2017,5,Tuesday,2017/5/2,14.8,6.8,2,9.2
2017,5,Wednesday,2017/5/3,14.9,6.1,2.6,10
2017,5,Thursday,2017/5/4,16.6,3.6,0,12.1
2017,5,Friday,2017/5/5,19.7,4.1,0,11.3
