"car_travel_time","bike_travel_time","walk_travel_time","transit_travel_time","transit_headway","choice","av1","av2","av3","av4","numstops","triptime","waitime","cumdist","totalbikes","totalvehs","male","female","nocarlicence","greenlicence","fulllicence","trippurp1","trippurp2","trippurp3","trippurp4","trippurp5","trippurp6","trippurp7","trippurp8"
"25","87","256","110","31",4,1,1,1,1,"6","30","0","20.25","4","2",0,1,0,0,1,0,0,0,0,0,0,1,0
"9","13","42","30","40",1,1,1,1,1,"6","30","0","4.14","4","2",0,1,0,0,1,0,0,0,0,0,0,1,0
"42","80","274","92","58",4,1,1,1,1,"6","40","0","21.27","4","2",0,1,0,0,1,0,0,0,0,0,0,1,0
"2","3","9","9","0",1,1,1,1,1,"6","15","0","0.87","4","2",0,1,0,0,1,0,0,0,1,0,0,0,0
"2","3","9","9","0",1,1,1,1,1,"6","15","0","0.87","4","2",0,1,0,0,1,0,0,0,1,0,0,0,0
"25","87","256","110","31",4,1,1,1,1,"6","30","0","20.25","4","2",1,0,0,0,1,0,0,0,0,0,0,1,0
"9","13","42","30","40",1,1,1,1,1,"6","30","0","4.14","4","2",1,0,0,0,1,0,0,0,0,0,0,1,0
"42","80","274","92","58",4,1,1,1,1,"6","40","0","21.27","4","2",1,0,0,0,1,0,0,0,0,0,0,1,0
"2","3","9","9","0",1,1,1,1,1,"6","15","0","0.87","4","2",1,0,0,0,1,0,0,0,1,0,0,0,0
"2","3","9","9","0",1,1,1,1,1,"6","15","0","0.87","4","2",1,0,0,0,1,0,0,0,1,0,0,0,0
"18","49","170","66","54",4,1,1,1,1,"6","40","0","13.74","4","2",1,0,1,0,0,0,0,0,0,0,1,0,0
"20","43","164","79","44",4,1,1,1,1,"6","30","0","13.74","4","2",1,0,1,0,0,0,0,0,0,0,1,0,0
"16","42","153","67","40",4,1,1,1,1,"6","30","0","12.78","4","2",1,0,1,0,0,0,0,0,0,0,1,0,0
"18","37","148","76","44",4,1,1,1,1,"6","20","0","12.78","4","2",1,0,1,0,0,0,0,0,0,0,1,0,0
"14","27","95","52","45",4,1,1,1,1,"6","15","0","7.75","4","2",1,0,1,0,0,0,0,0,0,0,1,0,0
"12","22","90","53","40",4,1,1,1,1,"6","15","0","7.75","4","2",1,0,1,0,0,0,0,0,0,0,1,0,0
"18","49","170","66","54",4,1,1,1,1,"6","40","0","13.74","4","2",1,0,1,0,0,0,0,0,0,0,1,0,0
"20","43","164","79","44",4,1,1,1,1,"6","30","0","13.74","4","2",1,0,1,0,0,0,0,0,0,0,1,0,0
"16","42","153","67","40",4,1,1,1,1,"6","30","0","12.78","4","2",1,0,1,0,0,0,0,0,0,0,1,0,0
"18","37","148","76","44",4,1,1,1,1,"6","20","0","12.78","4","2",1,0,1,0,0,0,0,0,0,0,1,0,0
"31","87","285","85","20",4,1,1,1,1,"6","35","0","23.11","4","2",1,0,1,0,0,0,0,0,0,0,1,0,0
"30","76","278","83","14",4,1,1,1,1,"6","35","0","23.11","4","2",1,0,1,0,0,0,0,0,0,0,1,0,0
"75","218","713","174","20",4,1,1,1,1,"2","68","0","55.79","2","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"77.5","218","707","148","20",4,1,1,1,1,"2","66","0","55.79","2","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"9","13","43","17","15",4,1,1,1,1,"5","10","0","2.92","2","2",0,1,0,0,1,0,1,0,0,0,0,0,0
"30","53","201","59","22",4,1,1,1,1,"5","20","0","15.23","2","2",0,1,0,0,1,0,1,0,0,0,0,0,0
"26.5","56","228","79","20",4,1,1,1,1,"5","25","0","18.1","2","2",0,1,0,0,1,0,0,0,0,0,0,0,0
"6.5","12","40","27","39",4,1,1,1,1,"5","15","0","3.74","2","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"6","10","38","26","60",4,1,1,1,1,"5","10","0","3.74","2","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"9","13","43","17","14",4,1,1,1,1,"7","10","0","2.92","2","2",0,1,1,0,0,0,1,0,0,0,0,0,0
"30","53","201","59","27",4,1,1,1,1,"7","20","0","15.23","2","2",0,1,1,0,0,0,1,0,0,0,0,0,0
"6","5","17","17","0",2,1,1,1,1,"7","20","0","1.16","2","2",0,1,1,0,0,0,0,0,0,0,1,0,0
"33.5","58","233","87","20",4,1,1,1,1,"7","45","0","21.66","2","2",0,1,1,0,0,0,0,1,0,0,0,0,0
"6.5","13","43","18","30",4,1,1,1,1,"6","5","0","2.89","1","3",0,1,0,0,1,0,1,0,0,0,0,0,0
"7","11","41","20","36",4,1,1,1,1,"6","5","0","2.89","1","3",0,1,0,0,1,0,1,0,0,0,0,0,0
"6","10","31","22","12",4,1,1,1,1,"6","5","0","1.74","1","3",0,1,0,0,1,0,0,0,0,1,0,0,0
"6","8","30","19","20",4,1,1,1,1,"6","5","0","1.74","1","3",0,1,0,0,1,0,0,0,0,1,0,0,0
"6.5","10","31","22","12",4,1,1,1,1,"6","3","0","1.74","1","3",0,1,0,0,1,0,0,0,0,1,0,0,0
"6","8","30","21","30",4,1,1,1,1,"6","5","0","1.74","1","3",0,1,0,0,1,0,0,0,0,1,0,0,0
"30.5","100","330","91","31",4,1,1,1,1,"2","60","0","28.07","1","3",1,0,0,0,1,0,0,0,0,0,0,0,1
"41.5","89","322","113","17",4,1,1,1,1,"2","30","0","28.07","1","3",1,0,0,0,1,0,0,0,0,0,0,0,1
"34","94","324","67","54",4,1,1,1,1,"2","50","0","26.21","1","3",1,0,0,0,1,0,0,0,0,0,0,0,1
"33","85","316","74","13",4,1,1,1,1,"2","25","0","26.21","1","3",1,0,0,0,1,0,0,0,0,0,0,0,1
"6","10","31","22","12",4,1,1,1,1,"2","5","0","1.74","1","3",1,0,1,0,0,0,0,1,0,0,0,0,0
"6","8","30","21","30",4,1,1,1,1,"2","5","0","1.74","1","3",1,0,1,0,0,0,0,1,0,0,0,0,0
"10","12","47","15","15",4,1,1,1,1,"3","5","0","3.6","0","4",1,0,0,0,1,0,0,0,0,0,0,1,0
"4","6","16","18","20",4,1,1,1,1,"3","2","0","0.64","0","4",1,0,0,0,1,0,0,0,0,0,0,1,0
"39","81","282","93","40",4,1,1,1,1,"2","30","0","21.79","0","4",0,1,0,0,1,0,0,0,0,0,0,0,1
"40.5","74","274","93","40",4,1,1,1,1,"2","30","0","21.79","0","4",0,1,0,0,1,0,0,0,0,0,0,0,1
"33","83","283","62","29",4,1,1,1,1,"2","41","0","22.43","2","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"35.5","75","275","74","7",4,1,1,1,1,"2","36","0","22.43","2","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"5.5","8","28","24","21",4,1,1,1,1,"6","9","0","1.55","2","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"12","17","59","43","30",4,1,1,1,1,"6","24","0","4.4","2","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"12.5","19","65","29","23",4,1,1,1,1,"6","9","0","5.24","2","2",0,1,0,0,1,0,0,0,0,0,0,0,1
"8","12","43","22","25",4,1,1,1,1,"6","12","0","2.58","2","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"5.5","8","28","24","21",4,1,1,1,1,"3","9","0","1.55","2","2",0,1,1,0,0,0,0,0,0,0,0,1,0
"7","8","28","21","19",4,1,1,1,1,"3","10","0","2.96","2","2",0,1,1,0,0,0,0,0,0,0,0,1,0
"8","12","43","22","25",4,1,1,1,1,"3","12","0","2.57","2","2",0,1,1,0,0,0,0,1,0,0,0,0,0
"5.5","8","28","24","21",4,1,1,1,1,"2","9","0","0.07","2","2",0,1,1,0,0,1,0,0,0,0,0,0,0
"20","35","118","35","12",4,1,1,1,1,"2","30","0","9.43","1","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"16","29","115","40","17",4,1,1,1,1,"2","30","0","9.43","1","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"7","13","43","16","13",4,1,1,1,1,"2","10","0","2.73","1","2",0,1,0,0,1,0,1,0,0,0,0,0,0
"7","11","41","17","12",4,1,1,1,1,"2","15","0","2.73","1","2",0,1,0,0,1,0,1,0,0,0,0,0,0
"7","13","43","16","13",4,1,1,1,1,"4","10","0","2.75","3","2",1,0,0,0,1,0,0,0,0,0,1,0,0
"7","11","41","17","12",4,1,1,1,1,"4","10","0","2.75","3","2",1,0,0,0,1,0,0,0,0,0,1,0,0
"13.5","24","74","43","40",4,1,1,1,1,"5","30","0","6.88","3","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"7","9","37","29","40",4,1,1,1,1,"5","5","0","3.62","3","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"9","13","42","34","24",4,1,1,1,1,"5","10","0","3.95","3","2",0,1,0,0,1,0,0,0,0,0,0,0,1
"12.5","21","78","43","34",4,1,1,1,1,"5","30","0","6.66","3","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"13.5","24","74","43","8",4,1,1,1,1,"3","30","0","6.88","3","2",0,1,1,0,0,0,0,0,0,0,0,1,0
"2","2","6","6","0",1,1,1,1,1,"3","10","0","0.61","3","2",0,1,1,0,0,0,0,0,0,0,0,1,0
"12.5","21","78","43","34",4,1,1,1,1,"3","30","0","6.66","3","2",0,1,1,0,0,0,0,1,0,0,0,0,0
"13.5","24","74","43","8",4,1,1,1,1,"3","30","0","6.88","3","2",0,1,1,0,0,0,0,0,0,0,0,1,0
"2","2","6","6","0",1,1,1,1,1,"3","10","0","0.61","3","2",0,1,1,0,0,0,0,0,0,0,0,1,0
"12.5","21","78","43","34",4,1,1,1,1,"3","30","0","6.66","3","2",0,1,1,0,0,1,0,0,0,0,0,0,0
"21","59","215","215","0",4,1,1,1,1,"2","25","0","12.26","0","4",0,1,0,0,1,0,0,0,0,0,0,0,1
"23","59","212","212","0",4,1,1,1,1,"2","25","0","12.26","0","4",0,1,0,0,1,0,0,0,0,0,0,0,1
"16","35","115","35","30",4,1,1,1,1,"4","20","0","9.77","0","4",1,0,0,0,1,0,0,0,1,0,0,0,0
"16","33","112","39","45",4,1,1,1,1,"4","20","0","9.77","0","4",1,0,0,0,1,0,0,0,1,0,0,0,0
"23","48","175","73","20",4,1,1,1,1,"4","30","0","14.09","0","4",1,0,0,0,1,0,0,0,0,0,1,0,0
"22","44","169","76","13",4,1,1,1,1,"4","30","0","14.09","0","4",1,0,0,0,1,0,0,0,0,0,1,0,0
"9","19","68","52","120",4,1,1,1,1,"4","20","0","5.9","0","4",0,1,0,0,1,0,0,0,0,0,0,1,0
"9.5","16","64","32","55",4,1,1,1,1,"4","25","0","5.9","0","4",0,1,0,0,1,0,0,0,0,0,0,1,0
"7","13","43","16","35",4,1,1,1,1,"4","15","0","3.43","0","4",0,1,0,0,1,0,0,0,0,0,0,0,1
"6.5","11","41","18","21",4,1,1,1,1,"4","10","0","3.43","0","4",0,1,0,0,1,0,0,0,0,0,0,0,1
"16","35","115","35","30",4,1,1,1,1,"2","20","0","9.77","0","4",0,1,0,1,0,0,0,0,1,0,0,0,0
"16","33","112","39","45",4,1,1,1,1,"2","20","0","9.77","0","4",0,1,0,1,0,0,0,0,1,0,0,0,0
"19","35","125","59","42",4,1,1,1,1,"2","30","0","10.99","2","4",0,1,0,0,1,0,0,0,0,0,0,0,1
"19","35","126","72","44",4,1,1,1,1,"2","20","0","10.99","2","4",0,1,0,0,1,0,0,0,0,0,0,0,1
"20","35","109","47","15",4,1,1,1,1,"3","35","0","8.49","2","4",1,0,0,0,1,0,0,1,0,0,0,0,0
"24","25","73","36","4",4,1,1,1,1,"3","60","0","5.75","2","4",1,0,0,0,1,0,0,1,0,0,0,0,0
"40","53","170","64","14",4,1,1,1,1,"3","60","0","13.18","2","4",1,0,0,0,1,0,0,0,0,0,0,0,1
"28","88","294","294","0",1,1,1,1,1,"6","15","0","1.07","5","3",1,0,0,0,1,0,0,0,1,0,0,0,0
"28","90","294","294","0",1,1,1,1,1,"6","15","0","1.07","5","3",1,0,0,0,1,0,0,0,0,0,1,0,0
"28","88","294","294","0",4,1,1,1,1,"6","45","0","19.16","5","3",1,0,0,0,1,0,1,0,0,0,0,0,0
"28","90","294","294","0",4,1,1,1,1,"6","30","0","18.09","5","3",1,0,0,0,1,0,0,0,0,0,0,1,0
"45","120","343","343","0",4,1,1,1,1,"6","40","0","9.27","5","3",0,1,0,0,1,0,0,0,0,0,0,0,1
"50","120","343","343","0",4,1,1,1,1,"6","120","0","90.07","5","3",0,1,0,0,1,0,0,0,0,0,0,0,1
"50","113","342","342","0",4,1,1,1,1,"6","45","0","19.16","5","3",0,1,0,0,1,0,0,0,1,0,0,0,0
"50","120","343","343","0",4,1,1,1,1,"6","45","0","19.16","5","3",0,1,0,0,1,0,1,0,0,0,0,0,0
"50","120","343","343","0",4,1,1,1,1,"6","40","0","18.09","5","3",0,1,0,0,1,0,0,0,0,0,0,0,0
"26","88","294","294","0",4,1,1,1,1,"6","30","0","18.09","5","3",0,1,0,0,1,0,0,0,0,0,0,1,0
"45","113","405","405","0",4,1,1,1,1,"6","45","0","19.16","5","3",0,1,1,0,0,0,0,0,1,0,0,0,0
"28","90","294","294","0",4,1,1,1,1,"6","45","0","19.16","5","3",0,1,1,0,0,1,0,0,0,0,0,0,0
"29","41","126","33","20",4,1,1,1,1,"6","40","0","18.09","5","3",0,1,1,0,0,1,0,0,0,0,0,0,0
"50","113","342","342","0",4,1,1,1,1,"6","30","0","18.09","5","3",0,1,1,0,0,0,0,0,0,0,0,1,0
"45","113","405","405","0",4,1,1,1,1,"6","45","0","19.16","5","3",1,0,1,0,0,0,0,0,1,0,0,0,0
"46","120","403","403","0",4,1,1,1,1,"6","45","0","19.16","5","3",1,0,1,0,0,1,0,0,0,0,0,0,0
"25","88","294","294","0",4,1,1,1,1,"6","40","0","18.09","5","3",1,0,1,0,0,1,0,0,0,0,0,0,0
"26","90","294","294","0",4,1,1,1,1,"6","30","0","18.09","5","3",1,0,1,0,0,0,0,0,0,0,0,1,0
"7","11","44","33","39",4,1,1,1,1,"2","5","0","2.59","4","1",1,0,0,0,1,0,0,0,0,0,0,0,1
"8","12","44","33","38",2,1,1,1,1,"2","15","0","3.35","4","1",1,0,0,0,1,0,0,0,0,0,0,0,1
"7","11","44","33","39",4,1,1,1,1,"5","5","0","2.59","4","1",0,1,0,0,1,0,0,0,0,1,0,0,0
"8","12","44","33","38",4,1,1,1,1,"5","10","0","2.59","4","1",0,1,0,0,1,0,0,0,0,1,0,0,0
"5","5","15","15","0",4,1,1,1,1,"5","5","0","1.09","4","1",0,1,0,0,1,0,0,0,0,0,0,1,0
"6","7","23","18","45",4,1,1,1,1,"5","5","0","2.48","4","1",0,1,0,0,1,0,0,0,0,0,0,1,0
"7","10","33","34","30",4,1,1,1,1,"5","7","0","2.27","4","1",0,1,0,0,1,0,0,0,0,0,0,0,0
"7","11","44","33","39",4,1,1,1,1,"5","5","0","2.59","4","1",1,0,1,0,0,1,0,0,0,0,0,0,0
"8","12","44","33","38",4,1,1,1,1,"5","10","0","2.59","4","1",1,0,1,0,0,1,0,0,0,0,0,0,0
"5","5","15","15","0",4,1,1,1,1,"5","5","0","1.09","4","1",1,0,1,0,0,0,0,0,0,0,0,1,0
"6","7","23","18","45",4,1,1,1,1,"5","5","0","2.48","4","1",1,0,1,0,0,0,0,0,0,0,0,1,0
"7","10","33","34","30",4,1,1,1,1,"5","7","0","2.27","4","1",1,0,1,0,0,1,0,0,0,0,0,0,0
"7","11","44","33","39",4,1,1,1,1,"5","5","0","2.59","4","1",1,0,1,0,0,1,0,0,0,0,0,0,0
"8","12","44","33","38",4,1,1,1,1,"5","10","0","2.59","4","1",1,0,1,0,0,1,0,0,0,0,0,0,0
"5","5","15","15","0",4,1,1,1,1,"5","5","0","1.09","4","1",1,0,1,0,0,0,0,0,0,0,0,1,0
"6","7","23","18","45",4,1,1,1,1,"5","5","0","2.48","4","1",1,0,1,0,0,0,0,0,0,0,0,1,0
"7","10","33","34","30",4,1,1,1,1,"5","7","0","2.27","4","1",1,0,1,0,0,1,0,0,0,0,0,0,0
"3","2","8","8","0",4,1,1,1,1,"7","5","0","0.6","2","1",0,1,0,0,1,0,1,0,0,0,0,0,0
"3","2","8","8","0",4,1,1,1,1,"7","5","0","0.6","2","1",0,1,0,0,1,0,1,0,0,0,0,0,0
"3","2","8","8","0",1,1,1,1,1,"7","12","0","0.48","2","1",0,1,0,0,1,0,0,0,1,0,0,0,0
"9.5","10","33","24","17",1,1,1,1,1,"7","60","0","2.8","2","1",0,1,0,0,1,0,0,0,1,0,0,0,0
"7.5","9","31","21","18",1,1,1,1,1,"7","45","0","2.47","2","1",0,1,0,0,1,0,0,0,0,0,0,1,0
"21","30","117","50","20",4,1,1,1,1,"7","29","0","9.54","2","1",0,1,0,0,1,0,0,0,1,0,0,0,0
"24","34","120","64","18",4,1,1,1,1,"7","30","0","9.54","2","1",0,1,0,0,1,0,0,0,1,0,0,0,0
"3","2","8","8","0",1,1,1,1,1,"5","12","0","0.48","2","1",0,1,1,0,0,1,0,0,0,0,0,0,0
"10","10","33","30","10",1,1,1,1,1,"5","60","0","2.8","2","1",0,1,1,0,0,1,0,0,0,0,0,0,0
"7.5","9","31","21","18",1,1,1,1,1,"5","45","0","2.47","2","1",0,1,1,0,0,0,0,0,0,0,0,1,0
"21","30","117","64","12",4,1,1,1,1,"5","29","0","9.54","2","1",0,1,1,0,0,1,0,0,0,0,0,0,0
"21","34","120","62","10",4,1,1,1,1,"5","30","0","9.54","2","1",0,1,1,0,0,1,0,0,0,0,0,0,0
"21","46","143","70","30",4,1,1,1,1,"2","35","0","11.5","0","2",0,1,0,0,1,0,0,0,0,0,0,1,0
"22","46","147","80","20",4,1,1,1,1,"2","45","0","11.5","0","2",0,1,0,0,1,0,0,0,0,0,0,1,0
"21","44","143","70","30",4,1,1,1,1,"4","35","0","11.5","0","2",1,0,0,0,1,0,0,0,0,0,0,1,0
"22","46","147","81","43",4,1,1,1,1,"4","45","0","11.5","0","2",1,0,0,0,1,0,0,0,0,0,0,1,0
"72.5","235","726","726","0",4,1,1,1,1,"4","75","0","57.67","0","2",1,0,0,0,1,0,1,0,0,0,0,0,0
"65","253","741","741","0",4,1,1,1,1,"4","70","0","57.67","0","2",1,0,0,0,1,0,1,0,0,0,0,0,0
"9","14","47","46","10",4,1,1,1,1,"2","10","0","3.01","2","1",1,0,0,0,1,0,0,0,0,0,0,0,1
"11","12","45","27","19",4,1,1,1,1,"2","10","0","3.01","2","1",1,0,0,0,1,0,0,0,0,0,0,0,1
"31","73","245","75","40",4,1,1,1,1,"1","30","0","20.76","0","1",0,1,0,0,1,0,0,0,0,0,0,0,1
"24","39","130","45","20",4,1,1,1,1,"2","50","0","23.79","1","3",0,1,0,0,1,0,0,0,0,0,0,0,1
"31","78","297","107","5",4,1,1,1,1,"2","40","0","23.79","1","3",0,1,0,0,1,0,0,0,0,0,0,0,1
"22","64","227","77","38",4,1,1,1,1,"3","30","0","24","1","3",1,0,0,0,1,0,0,0,0,0,0,0,1
"35","67","269","100","20",4,1,1,1,1,"3","60","0","25.61","1","3",1,0,0,0,1,0,0,0,0,0,0,0,1
"29","59","210","56","15",4,1,1,1,1,"3","15","0","5.39","1","3",1,0,0,0,1,0,0,0,0,0,0,0,1
"31","60","228","70","24",4,1,1,1,1,"2","5","0","1.4","1","3",1,0,0,0,0,0,0,0,0,0,1,0,0
"31","66","334","77","15",1,1,1,1,1,"2","15","0","1.21","1","3",1,0,0,0,0,0,0,0,0,0,1,0,0
"35","65","246","94","20",4,1,1,1,1,"1","30","0","15.08","0","3",1,0,0,0,1,0,0,0,0,0,0,0,1
"6","3","15","14","30",1,1,1,1,1,"2","20","0","0.55","2","1",0,1,1,0,0,0,0,0,0,0,1,0,0
"5","4","16","16","30",1,1,1,1,1,"2","15","0","0.55","2","1",0,1,1,0,0,0,0,0,0,0,1,0,0
"45","122","380","118","20",4,1,1,1,1,"4","35","0","41.1","2","1",1,0,0,0,1,0,0,0,0,0,0,1,0
"53","127","385","121","30",4,1,1,1,1,"4","40","0","41.1","2","1",1,0,0,0,1,0,0,0,0,0,0,1,0
"30","54","226","47","20",4,1,1,1,1,"4","10","0","5.56","2","1",1,0,0,0,1,0,1,0,0,0,0,0,0
"11","20","63","27","20",4,1,1,1,1,"4","10","0","5.56","2","1",1,0,0,0,1,0,1,0,0,0,0,0,0
"46","122","380","118","20",4,1,1,1,1,"4","35","0","41.1","2","1",0,1,0,0,1,0,0,0,0,0,0,1,0
"53","127","385","121","20",4,1,1,1,1,"4","40","0","41.1","2","1",0,1,0,0,1,0,0,0,0,0,0,1,0
"29","54","206","49","20",4,1,1,1,1,"4","10","0","5.56","2","1",0,1,0,0,1,0,1,0,0,0,0,0,0
"34","59","212","54","15",4,1,1,1,1,"4","10","0","5.56","2","1",0,1,0,0,1,0,1,0,0,0,0,0,0
"34","53","178","66","10",4,1,1,1,1,"2","75","0","32.73","0","3",1,0,0,0,1,0,0,1,0,0,0,0,0
"39","56","178","69","15",4,1,1,1,1,"2","60","0","32.73","0","3",1,0,0,0,1,0,0,1,0,0,0,0,0
"29","54","206","47","20",4,1,1,1,1,"2","15","0","5.5","0","1",0,1,0,0,1,0,1,0,0,0,0,0,0
"34","59","210","54","15",4,1,1,1,1,"2","15","0","5.5","0","1",0,1,0,0,1,0,1,0,0,0,0,0,0
"31.5","84","308","111","20",4,1,1,1,1,"5","30","0","24.71","5","3",1,0,0,0,1,0,0,0,0,0,0,0,0
"40.5","55","213","51","20",4,1,1,1,1,"5","15","0","5.6","5","3",1,0,0,0,1,0,1,0,0,0,0,0,0
"32","61","220","59","10",4,1,1,1,1,"5","15","0","5.6","5","3",1,0,0,0,1,0,1,0,0,0,0,0,0
"12","11","47","46","30",4,1,1,1,1,"2","10","0","4.06","5","3",0,1,0,0,1,0,1,0,0,0,0,0,0
"12","12","48","54","21",4,1,1,1,1,"2","10","0","4.06","5","3",0,1,0,0,1,0,1,0,0,0,0,0,0
"8","19","51","17","40",4,1,1,1,1,"2","15","0","4.83","0","1",0,1,0,0,1,0,1,0,0,0,0,0,0
"7","16","50","22","12",4,1,1,1,1,"2","15","0","4.83","0","1",0,1,0,0,1,0,1,0,0,0,0,0,0
"23","69","209","63","21",4,1,1,1,1,"2","25","0","17.64","6","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"20","56","202","53","27",4,1,1,1,1,"2","25","0","17.64","6","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"20","59","230","84","62",4,1,1,1,1,"5","55","0","18.91","6","2",0,1,0,0,1,0,0,0,0,0,0,0,1
"27","74","277","78","18",4,1,1,1,1,"5","30","0","21.06","6","2",0,1,0,0,1,0,0,0,0,0,0,0,1
"3","7","23","11","40",4,1,1,1,1,"5","5","0","1.84","6","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"3","7","23","11","4",4,1,1,1,1,"3","5","0","1.84","6","2",1,0,1,0,0,0,0,0,0,1,0,0,0
"3","7","23","11","4",4,1,1,1,1,"1","5","0","1.84","6","2",0,1,1,0,0,0,0,0,1,0,0,0,0
"27","92","294","103","94",4,1,1,1,1,"2","30","0","23.43","0","2",0,1,0,0,1,0,0,0,1,0,0,0,0
"27","99","288","107","99",4,1,1,1,1,"2","30","0","23.43","0","2",0,1,0,0,1,0,0,0,1,0,0,0,0
"23","69","209","64","51",4,1,1,1,1,"2","45","0","17.32","0","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"20","56","202","64","51",4,1,1,1,1,"2","25","0","17.32","0","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"24","65","228","228","0",4,1,1,1,1,"5","35","0","18.55","2","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"9","24","84","84","0",4,1,1,1,1,"5","13","0","4.67","2","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"9","23","83","83","0",4,1,1,1,1,"5","13","0","4.67","2","2",1,0,0,0,1,0,1,0,0,0,0,0,0
"27","69","251","251","0",4,1,1,1,1,"5","35","0","18.92","2","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"9","19","63","68","47",4,1,1,1,1,"5","10","0","4.18","2","2",1,0,0,0,1,0,0,0,0,1,0,0,0
"15","46","150","150","0",4,1,1,1,1,"9","19","0","11.4","2","2",0,1,0,0,1,0,1,0,0,0,0,0,0
"9","24","84","84","0",4,1,1,1,1,"9","3","0","4.68","2","2",0,1,0,0,1,0,0,0,0,0,0,0,1
"9","23","83","83","0",4,1,1,1,1,"9","13","0","4.68","2","2",0,1,0,0,1,0,1,0,0,0,0,0,0
"24","65","226","226","0",4,1,1,1,1,"9","35","0","18.56","2","2",0,1,0,0,1,0,0,0,0,0,0,0,1
"9","19","63","68","47",3,1,1,1,1,"7","41","3","3.41","2","2",0,1,1,0,0,0,0,1,0,0,0,0,0
"10","17","62","62","0",3,1,1,1,1,"4","40","10","3.7","2","2",1,0,1,0,0,0,0,1,0,0,0,0,0
"9","19","63","68","47",4,1,1,1,1,"4","10","0","4.18","2","2",1,0,1,0,0,0,0,1,0,0,0,0,0
"9","19","63","68","47",4,1,1,1,1,"2","10","0","4.18","2","2",1,0,1,0,0,1,0,0,0,0,0,0,0
"23","69","209","64","51",4,1,1,1,1,"3","40","0","17.75","0","1",0,1,0,0,1,0,0,0,0,0,0,0,1
"8","23","69","39","36",4,1,1,1,1,"3","16","0","7.16","0","1",0,1,0,0,1,0,0,0,0,0,0,0,1
"15","36","137","47","39",4,1,1,1,1,"3","20","0","12.78","0","1",0,1,0,0,1,0,0,0,0,0,0,0,1
"16","39","142","54","37",4,1,1,1,1,"2","20","0","12.78","0","1",1,0,0,0,0,0,0,0,0,0,0,0,1
"15","36","137","47","39",4,1,1,1,1,"2","20","0","12.78","0","1",1,0,0,0,0,0,0,0,0,0,0,0,1
"3","4","12","9","60",4,1,1,1,1,"8","5","0","0.53","0","2",1,0,0,0,1,0,0,0,0,0,0,0,0
"3","4","11","10","28",4,1,1,1,1,"8","5","0","0.53","0","2",1,0,0,0,1,0,0,0,0,0,0,0,0
"5","10","35","19","26",4,1,1,1,1,"8","10","0","3.1","0","2",1,0,0,0,1,0,0,0,0,0,0,0,0
"5","11","35","20","1",4,1,1,1,1,"8","5","0","3.1","0","2",1,0,0,0,1,0,0,0,0,0,0,0,0
"3","4","12","9","40",4,1,1,1,1,"8","5","0","0.53","0","2",1,0,0,0,1,0,1,0,0,0,0,0,0
"3","4","11","11","40",4,1,1,1,1,"8","3","0","0.53","0","2",1,0,0,0,1,0,1,0,0,0,0,0,0
"8","19","51","19","28",4,1,1,1,1,"3","15","0","4.74","0","2",0,1,0,0,1,0,1,0,0,0,0,0,0
"14","29","92","55","35.5",4,1,1,1,1,"2","10","0","7.88","0","5",1,0,0,0,1,0,1,0,0,0,0,0,0
"14","26","88","45","22",4,1,1,1,1,"2","9","0","7.88","0","5",1,0,0,0,1,0,1,0,0,0,0,0,0
"3","3","12","9","60",1,1,1,1,1,"4","10","0","1.23","0","3",0,1,0,1,0,0,0,0,1,0,0,0,0
"3","4","12","12","0",1,1,1,1,1,"4","10","0","1.23","0","3",0,1,0,1,0,0,0,0,1,0,0,0,0
"3","7","23","13","60",4,1,1,1,1,"4","8","0","0.62","0","3",0,1,0,1,0,0,1,0,0,0,0,0,0
"3","7","23","10","60",4,1,1,1,1,"4","3","0","0.62","0","3",0,1,0,1,0,0,1,0,0,0,0,0,0
"3","3","12","9","60",1,1,1,1,1,"4","10","0","1.23","0","3",0,1,0,0,0,0,0,0,1,0,0,0,0
"3","4","12","12","0",1,1,1,1,1,"4","10","0","1.23","0","3",0,1,0,0,0,0,0,0,1,0,0,0,0
"3","7","23","13","60",4,1,1,1,1,"4","8","0","0.62","0","3",0,1,0,0,0,0,1,0,0,0,0,0,0
