"car_travel_time","bike_travel_time","walk_travel_time","transit_travel_time","transit_headway","choice","av1","av2","av3","av4","numstops","triptime","waitime","cumdist","totalbikes","totalvehs","male","female","nocarlicence","greenlicence","fulllicence","trippurp1","trippurp2","trippurp3","trippurp4","trippurp5","trippurp6","trippurp7","trippurp8"
"9","21","69","30","90",4,1,1,1,1,"11","10","0","4.71","7","2",1,0,1,0,0,1,0,0,0,0,0,0,0
"9","21","69","29","50",4,1,1,1,1,"11","10","0","4.71","7","2",1,0,1,0,0,1,0,0,0,0,0,0,0
"6","13","40","15","5",4,1,1,1,1,"11","10","0","3.55","7","2",1,0,1,0,0,1,0,0,0,0,0,0,0
"6","12","40","17","40",4,1,1,1,1,"11","10","0","3.55","7","2",1,0,1,0,0,1,0,0,0,0,0,0,0
"3","3","11","11","30",4,1,1,1,1,"11","5","0","1.03","7","2",1,0,1,0,0,1,0,0,0,0,0,0,0
"3","3","12","10","53",4,1,1,1,1,"11","5","0","1.03","7","2",1,0,1,0,0,1,0,0,0,0,0,0,0
"6","13","40","15","40",4,1,1,1,1,"11","17","0","3.55","7","2",1,0,1,0,0,1,0,0,0,0,0,0,0
"6.5","11","34","19","37",4,1,1,1,1,"11","12","0","2.65","7","2",1,0,1,0,0,1,0,0,0,0,0,0,0
"3","3","12","12","30",4,1,1,1,1,"11","5","0","1.03","7","2",1,0,1,0,0,1,0,0,0,0,0,0,0
"6","15","49","21","40",4,1,1,1,1,"3","5","0","4.13","0","1",1,0,0,0,1,0,1,0,0,0,0,0,0
"4","5","14","10","37",4,1,1,1,1,"3","5","0","0.73","0","1",1,0,0,0,1,0,1,0,0,0,0,0,0
"6","12","40","17","40",4,1,1,1,1,"3","15","0","4.07","0","1",1,0,0,0,1,0,0,0,0,0,0,0,0
"60","231","1125","147","262",4,1,1,1,1,"2","45","0","88.19","0","1",0,1,0,0,1,0,0,0,0,1,0,0,0
"60","295","1133","131","222",4,1,1,1,1,"2","45","0","88.19","0","1",0,1,0,0,1,0,0,0,0,1,0,0,0
"6","13","40","15","40",4,1,1,1,1,"2","7","0","3.34","0","1",0,1,0,0,1,0,0,0,0,1,0,0,0
"6","12","40","17","40",4,1,1,1,1,"2","10","0","3.34","0","1",0,1,0,0,1,0,0,0,0,1,0,0,0
"14","35","123","34","106",4,1,1,1,1,"2","20","0","10.04","0","3",0,1,0,0,1,0,0,0,0,0,0,1,0
"14","34","122","35","90",4,1,1,1,1,"2","21","0","10.04","0","3",0,1,0,0,1,0,0,0,0,0,0,1,0
"14","35","123","34","106",4,1,1,1,1,"2","20","0","10.04","0","3",1,0,0,0,1,0,0,0,0,0,0,1,0
"14","34","122","35","90",4,1,1,1,1,"2","21","0","10.04","0","3",1,0,0,0,1,0,0,0,0,0,0,1,0
"24.5","33","93","33","5",3,1,1,1,1,"6","50","8","7.813","2","1",1,0,0,0,1,0,0,0,0,0,0,0,1
"28","33","92","33","15",3,1,1,1,1,"6","50","5","7.813","2","1",1,0,0,0,1,0,0,0,0,0,0,0,1
"2","1","4","4","30",1,1,1,1,1,"5","10","0","0.57","2","1",0,1,0,0,1,0,1,0,0,0,0,0,0
"7.5","8","23","16","24",1,1,1,1,1,"5","25","0","1.26","2","1",0,1,0,0,1,0,1,0,0,0,0,0,0
"7.5","10","27","18","20",1,1,1,1,1,"5","10","0","1.89","2","1",0,1,0,0,1,0,0,0,0,0,1,0,0
"2","1","4","4","30",1,1,1,1,1,"5","10","0","0.57","2","1",0,1,1,0,0,1,0,0,0,0,0,0,0
"7.5","8","23","16","24",1,1,1,1,1,"5","25","0","1.26","2","1",0,1,1,0,0,1,0,0,0,0,0,0,0
"7.5","10","27","18","20",1,1,1,1,1,"5","10","0","1.89","2","1",0,1,1,0,0,0,0,0,0,0,1,0,0
"31","55","183","59","20",4,1,1,1,1,"2","23","0","15.13","0","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"25","86","191","55","15",4,1,1,1,1,"2","25","0","15.13","0","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"14","20","61","33","16",4,1,1,1,1,"2","10","0","5.07","2","1",1,0,1,0,0,0,1,0,0,0,0,0,0
"11.5","21","62","27","50",4,1,1,1,1,"2","10","0","5.07","2","1",1,0,1,0,0,0,1,0,0,0,0,0,0
"4","7","19","15","15",4,1,1,1,1,"2","30","0","1.29","1","1",1,0,0,0,1,0,0,0,0,0,0,0,0
"4","5","18","15","23",4,1,1,1,1,"2","20","0","1.29","1","1",1,0,0,0,1,0,0,0,0,0,0,0,0
"7.5","7","23","13","14",2,1,1,1,1,"2","8","0","1.98","1","1",1,0,1,0,0,0,1,0,0,0,0,0,0
"8","8","22","13","14",2,1,1,1,1,"2","8","0","1.98","1","1",1,0,1,0,0,0,1,0,0,0,0,0,0
"4","7","19","15","15",4,1,1,1,1,"2","30","0","1.29","1","1",1,0,1,0,0,1,0,0,0,0,0,0,0
"4","5","18","15","23",4,1,1,1,1,"2","20","0","1.29","1","1",1,0,1,0,0,1,0,0,0,0,0,0,0
"14","20","61","33","16",4,1,1,1,1,"2","10","0","5.07","2","1",1,0,0,0,1,0,1,0,0,0,0,0,0
"11.5","21","62","27","50",4,1,1,1,1,"2","10","0","5.07","2","1",1,0,0,0,1,0,1,0,0,0,0,0,0
"14","20","61","33","16",4,1,1,1,1,"2","10","0","5.07","2","1",0,1,1,0,0,0,1,0,0,0,0,0,0
"11.5","21","62","27","50",4,1,1,1,1,"2","10","0","5.07","2","1",0,1,1,0,0,0,1,0,0,0,0,0,0
"22","26","94","69","33",2,1,1,1,1,"5","45","0","7.37","4","1",1,0,0,0,1,0,0,0,0,0,1,0,0
"22","31","97","44","45",2,1,1,1,1,"5","45","0","7.37","4","1",1,0,0,0,1,0,0,0,0,0,1,0,0
"22","34","91","67","15",4,1,1,1,1,"5","30","0","8.32","4","1",1,0,0,0,1,0,0,0,0,0,0,0,1
"35.5","71","234","98","13",4,1,1,1,1,"5","30","0","18.33","4","1",0,1,0,0,1,0,0,0,0,0,0,0,1
"2","1","4","4","0",1,1,1,1,1,"2","10","0","0.57","0","1",1,0,0,0,1,0,0,0,0,0,0,0,1
"2","1","4","4","0",1,1,1,1,1,"2","10","0","0.57","0","1",1,0,0,0,1,0,0,0,0,0,0,0,1
"10.5","14","50","21","58",4,1,1,1,1,"2","15","0","3.46","2","1",0,1,0,0,1,0,1,0,0,0,0,0,0
"10.5","15","50","40","30",4,1,1,1,1,"2","20","0","3.46","2","1",0,1,0,0,1,0,1,0,0,0,0,0,0
"9","9","27","18","13",4,1,1,1,1,"4","10","0","2.64","2","1",1,0,0,0,1,0,1,0,0,0,0,0,0
"9.5","10","27","18","13",4,1,1,1,1,"4","10","0","2.64","2","1",1,0,0,0,1,0,1,0,0,0,0,0,0
"10.5","14","50","21","58",4,1,1,1,1,"4","15","0","3.46","2","1",1,0,0,0,1,0,1,0,0,0,0,0,0
"10.5","15","50","40","30",4,1,1,1,1,"4","20","0","3.46","2","1",1,0,0,0,1,0,1,0,0,0,0,0,0
"12","27","84","72","25",4,1,1,1,1,"3","20","0","6.53","0","2",0,1,0,0,1,0,1,0,0,0,0,0,0
"12","21","66","21","15",4,1,1,1,1,"3","20","0","5.19","0","2",0,1,0,0,1,0,1,0,0,0,0,0,0
"19","43","130","76","30",4,1,1,1,1,"3","25","0","10.71","0","2",0,1,0,0,1,0,0,0,0,0,0,0,1
"20","74","253","132","20",4,1,1,1,1,"2","40","0","20.02","0","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"19","89","260","139","20",4,1,1,1,1,"2","34","0","20.02","0","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"25","65","215","102","30",4,1,1,1,1,"2","35","0","15.61","1","3",1,0,0,0,1,0,0,0,0,0,0,0,1
"18","62","221","107","20",4,1,1,1,1,"2","20","0","15.61","1","3",1,0,0,0,1,0,0,0,0,0,0,0,1
"12","26","74","59","15",4,1,1,1,1,"4","10","0","4.98","1","3",0,1,0,0,1,0,0,0,0,1,0,0,0
"12","26","74","63","40",4,1,1,1,1,"4","10","0","4.98","1","3",0,1,0,0,1,0,0,0,0,1,0,0,0
"12","26","74","49","30",4,1,1,1,1,"4","10","0","4.98","1","3",0,1,0,0,1,0,0,0,0,1,0,0,0
"12","26","74","63","40",4,1,1,1,1,"4","15","0","4.98","1","3",0,1,0,0,1,0,0,0,0,1,0,0,0
"12","26","74","59","15",4,1,1,1,1,"2","10","0","4.98","1","3",1,0,1,0,0,0,0,1,0,0,0,0,0
"12","26","74","63","40",4,1,1,1,1,"2","15","0","4.98","1","3",1,0,1,0,0,0,0,1,0,0,0,0,0
"12","19","68","56","60",4,1,1,1,1,"2","10","0","5.17","3","2",0,1,0,0,1,0,0,0,1,0,0,0,0
"12","18","68","67","60",4,1,1,1,1,"2","10","0","5.17","3","2",0,1,0,0,1,0,0,0,1,0,0,0,0
"5","8","27","21","30",4,1,1,1,1,"13","10","0","2.12","5","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"12","13","50","22","30",4,1,1,1,1,"13","10","0","3.96","5","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"20","30","112","41","10",4,1,1,1,1,"13","20","0","8.54","5","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"4","3","9","9","0",4,1,1,1,1,"13","5","0","1.01","5","2",0,1,0,0,1,0,1,0,0,0,0,0,0
"4","4","10","10","0",4,1,1,1,1,"13","3","0","0.51","5","2",0,1,0,0,1,0,1,0,0,0,0,0,0
"12","17","64","42","42",4,1,1,1,1,"13","6","0","4.9","5","2",0,1,0,0,1,0,0,0,0,0,0,0,0
"5","8","28","18","42",4,1,1,1,1,"13","5","0","2.33","5","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"6","7","27","11","40",4,1,1,1,1,"13","10","0","2.52","5","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"6","9","27","13","40",4,1,1,1,1,"13","10","0","2.52","5","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"5","9","30","15","40",4,1,1,1,1,"13","5","0","2.33","5","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"5","8","27","20","40",4,1,1,1,1,"13","10","0","2.12","5","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"8","13","50","22","30",4,1,1,1,1,"13","11","0","3.96","5","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"8","14","50","21","30",4,1,1,1,1,"13","8","0","3.91","5","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"5","8","28","18","40",4,1,1,1,1,"2","5","0","2.33","5","2",1,0,0,0,1,0,0,0,0,0,0,1,0
"5","9","30","15","40",4,1,1,1,1,"2","5","0","2.33","5","2",1,0,0,0,1,0,0,0,0,0,0,1,0
"5","8","27","21","30",4,1,1,1,1,"3","10","0","2.12","5","2",0,1,1,0,0,0,0,0,0,1,0,0,0
"8","13","50","22","30",4,1,1,1,1,"3","10","0","3.96","5","2",0,1,1,0,0,0,0,0,0,1,0,0,0
"7","14","50","21","40",4,1,1,1,1,"3","8","0","3.91","5","2",0,1,1,0,0,0,0,1,0,0,0,0,0
"5","8","28","18","40",4,1,1,1,1,"3","5","0","2.33","5","2",1,0,1,0,0,0,0,0,0,1,0,0,0
"6","7","27","12","40",4,1,1,1,1,"3","10","0","2.52","5","2",1,0,1,0,0,0,0,0,0,1,0,0,0
"8","14","50","21","20",4,1,1,1,1,"3","8","0","3.91","5","2",1,0,1,0,0,0,0,1,0,0,0,0,0
"5","8","27","21","29",4,1,1,1,1,"3","10","0","2.12","5","2",0,1,1,0,0,0,0,1,0,0,0,0,0
"8","13","50","22","28",4,1,1,1,1,"3","11","0","3.96","5","2",0,1,1,0,0,0,0,1,0,0,0,0,0
"7","14","50","21","30",4,1,1,1,1,"3","8","0","3.91","5","2",0,1,1,0,0,0,0,0,0,1,0,0,0
"15","46","148","107","24",4,1,1,1,1,"6","20","0","11.28","0","8",1,0,0,0,1,0,0,0,0,0,0,0,0
"14","46","147","91","44",4,1,1,1,1,"6","15","0","11.28","0","8",1,0,0,0,1,0,0,0,0,0,0,0,0
"45","174","707","107","45",4,1,1,1,1,"6","60","0","55.3","0","8",1,0,0,0,1,0,0,0,0,0,0,0,0
"47","199","759","106","14",4,1,1,1,1,"6","65","0","56.18","0","8",1,0,0,0,1,0,0,0,0,0,0,0,0
"13","29","96","39","13",4,1,1,1,1,"6","10","0","7.54","0","8",1,0,0,0,1,0,0,0,0,0,0,1,0
"26","43","157","48","44",4,1,1,1,1,"6","30","0","12.65","0","8",1,0,0,0,1,0,0,0,1,0,0,0,0
"14","46","148","88","15",4,1,1,1,1,"6","20","0","11.28","0","8",0,1,0,0,1,0,0,0,0,0,0,0,0
"14","46","147","91","44",4,1,1,1,1,"6","15","0","11.28","0","8",0,1,0,0,1,0,0,0,0,0,0,0,0
"45","174","759","117","45",4,1,1,1,1,"6","60","0","55.3","0","8",0,1,0,0,1,0,0,0,0,0,0,0,0
"47","199","759","98","12",4,1,1,1,1,"6","65","0","56.18","0","8",0,1,0,0,1,0,0,0,0,0,0,0,0
"20","29","96","32","13",4,1,1,1,1,"6","10","0","7.54","0","8",0,1,0,0,1,0,0,0,0,0,0,1,0
"29","43","157","48","44",4,1,1,1,1,"6","30","0","12.65","0","8",0,1,0,0,1,0,0,0,1,0,0,0,0
"20","38","121","75","24",4,1,1,1,1,"2","15","0","9.45","0","8",1,0,0,0,1,0,0,0,0,0,0,0,1
"15","40","121","89","22",4,1,1,1,1,"2","15","0","9.45","0","8",1,0,0,0,1,0,0,0,0,0,0,0,1
"23","41","131","69","44",4,1,1,1,1,"3","20","0","10.96","0","8",0,1,0,1,0,0,0,0,0,0,0,0,1
"30","55","204","39","4",4,1,1,1,1,"3","20","0","16.41","0","8",0,1,0,1,0,0,0,0,0,0,0,0,1
"15","28","96","42","29",4,1,1,1,1,"3","15","0","8.02","0","8",0,1,0,1,0,0,0,0,0,0,0,1,0
"19","64","208","116","17",4,1,1,1,1,"2","30","0","16.21","1","3",1,0,0,0,1,0,0,0,0,0,0,0,1
"22","70","212","109","17",4,1,1,1,1,"2","35","0","16.21","1","3",1,0,0,0,1,0,0,0,0,0,0,0,1
"23","41","138","51","15",4,1,1,1,1,"2","20","0","10.46","0","2",1,0,0,0,1,0,0,0,1,0,0,0,0
"25","39","136","61","44",4,1,1,1,1,"2","20","0","10.46","0","2",1,0,0,0,1,0,0,0,1,0,0,0,0
"25","41","107","63","16",4,1,1,1,1,"3","30","0","10.79","0","2",0,1,0,0,1,0,0,0,0,0,0,0,1
"25","39","136","61","44",4,1,1,1,1,"3","20","0","10.46","0","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"17","49","167","69","20",4,1,1,1,1,"2","30","0","12.97","0","2",0,1,0,0,1,1,0,0,0,0,0,0,0
"20","46","164","64","44",4,1,1,1,1,"2","20","0","12.97","0","2",0,1,0,0,1,1,0,0,0,0,0,0,0
"17","49","167","69","20",4,1,1,1,1,"3","30","0","12.97","0","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"20","43","150","53","4",4,1,1,1,1,"3","50","0","12.53","0","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"12","15","50","37","29",4,1,1,1,1,"3","10","0","3.11","0","2",1,0,0,0,1,0,0,0,0,1,0,0,0
"18","49","167","78","20",4,1,1,1,1,"2","20","0","12.97","0","2",0,1,0,1,0,0,0,0,0,0,0,0,1
"20","46","164","64","44",4,1,1,1,1,"2","20","0","12.97","0","2",0,1,0,1,0,0,0,0,0,0,0,0,1
"19","49","167","62","20",1,1,1,1,1,"15","5","0","0.73","5","3",1,0,0,0,1,0,0,0,0,0,1,0,0
"19","46","164","62","29",1,1,1,1,1,"15","5","0","0.73","5","3",1,0,0,0,1,0,0,0,0,0,1,0,0
"31","64","221","94","6",1,1,1,1,1,"15","60","0","21.364","5","3",1,0,0,0,1,0,1,0,0,0,0,0,0
"4","4","15","14","0",1,1,1,1,1,"15","5","0","0.73","5","3",1,0,0,0,1,0,0,0,0,0,1,0,0
"5","5","16","15","0",1,1,1,1,1,"15","5","0","0.73","5","3",1,0,0,0,1,0,0,0,0,0,1,0,0
"27.5","64","221","55","20",3,1,1,1,1,"15","60","0","21.394","5","3",1,0,0,0,1,0,1,0,0,0,0,0,0
"4","4","15","14","0",1,1,1,1,1,"15","5","0","0.73","5","3",0,1,0,1,0,0,0,0,0,0,1,0,0
"5","5","16","15","0",1,1,1,1,1,"15","5","0","0.73","5","3",0,1,0,1,0,0,0,0,0,0,1,0,0
"27.5","64","221","90","40",3,1,1,1,1,"15","60","0","21.394","5","3",0,1,0,1,0,0,1,0,0,0,0,0,0
"27.5","64","221","90","40",3,1,1,1,1,"13","60","0","21.364","5","3",1,0,1,0,0,1,0,0,0,0,0,0,0
"7","11","37","23","25",3,1,1,1,1,"6","60","21","3.37","3","2",0,1,1,0,0,0,0,0,0,0,0,1,0
"7","11","38","25","41",3,1,1,1,1,"6","75","40","3.37","3","2",0,1,1,0,0,0,0,0,0,0,0,1,0
"34.5","67","229","67","16",3,1,1,1,1,"7","55","4","19.396","3","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"38","95","253","75","11",3,1,1,1,1,"7","80","15","23.566","3","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"11.5","26","74","53","31",4,1,1,1,1,"7","10","0","4.53","3","2",1,0,0,0,1,0,0,0,0,1,0,0,0
"34.5","70","219","99","29",4,1,1,1,1,"2","40","0","17.02","3","2",0,1,0,0,1,0,0,0,0,0,0,0,1
"30","63","217","104","7",4,1,1,1,1,"2","35","0","17.02","3","2",0,1,0,0,1,0,0,0,0,0,0,0,1
"11.5","26","74","53","20",4,1,1,1,1,"2","30","0","4.53","3","2",1,0,1,0,0,0,0,1,0,0,0,0,0
"11.5","26","74","53","31",4,1,1,1,1,"2","10","0","4.53","3","2",1,0,1,0,0,0,0,1,0,0,0,0,0
"10.5","15","50","27","40",4,1,1,1,1,"2","20","0","3.33","1","1",1,0,0,0,1,0,1,0,0,0,0,0,0
"12","15","50","37","41",4,1,1,1,1,"2","20","0","3.33","1","1",1,0,0,0,1,0,1,0,0,0,0,0,0
"10.5","15","50","27","40",4,1,1,1,1,"2","20","0","3.33","1","1",0,1,0,0,1,0,1,0,0,0,0,0,0
"12","15","50","37","41",4,1,1,1,1,"2","20","0","3.33","1","1",0,1,0,0,1,0,1,0,0,0,0,0,0
"41.5","73","231","108","7",4,1,1,1,1,"2","40","0","17.75","2","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"37","70","230","96","1",4,1,1,1,1,"2","45","0","17.75","2","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"4","3","13","7","20",1,1,1,1,1,"2","5","0","1.1","1","2",1,0,0,0,1,0,0,0,1,0,0,0,0
"3","3","13","8","19",1,1,1,1,1,"2","5","0","1.1","1","2",1,0,0,0,1,0,0,0,1,0,0,0,0
"20","63","215","106","18",4,1,1,1,1,"2","15","0","15.32","0","0",1,0,0,0,1,0,0,0,0,0,0,0,1
"22","58","210","75","2",4,1,1,1,1,"2","25","0","15.32","0","0",1,0,0,0,1,0,0,0,0,0,0,0,1
"5","6","21","16","61",1,1,1,1,1,"2","30","0","2.77","2","1",0,1,0,0,1,0,1,0,0,0,0,0,0
"4","7","22","17","60",1,1,1,1,1,"2","30","0","2.77","2","1",0,1,0,0,1,0,1,0,0,0,0,0,0
"5","6","21","16","61",1,1,1,1,1,"2","30","0","2.77","2","1",1,0,0,0,1,0,1,0,0,0,0,0,0
"4","7","22","17","60",1,1,1,1,1,"2","30","0","2.77","2","1",1,0,0,0,1,0,1,0,0,0,0,0,0
"42","82","268","93","23",1,1,1,1,1,"7","75","14","25.871","4","1",0,1,0,0,1,0,0,0,0,0,0,0,1
"38","79","265","87","17",1,1,1,1,1,"7","80","20","24.096","4","1",0,1,0,0,1,0,0,0,0,0,0,0,1
"9.5","12","40","25","39.5",4,1,1,1,1,"6","20","0","2.96","4","1",1,0,0,0,1,0,0,0,0,1,0,0,0
"10","13","40","37","20",4,1,1,1,1,"6","10","0","2.96","4","1",1,0,0,0,1,0,0,0,0,1,0,0,0
"9.5","12","40","25","39.5",4,1,1,1,1,"4","20","0","2.96","4","1",1,0,1,0,0,0,0,0,0,1,0,0,0
"10","13","40","37","20",4,1,1,1,1,"4","10","0","2.96","4","1",1,0,1,0,0,0,0,0,0,1,0,0,0
"9.5","12","40","25","39.5",4,1,1,1,1,"4","20","0","2.96","4","1",0,1,1,0,0,0,0,0,0,1,0,0,0
"10","13","40","37","20",4,1,1,1,1,"4","10","0","2.96","4","1",0,1,1,0,0,0,0,0,0,1,0,0,0
"24.5","33","118","40","23",4,1,1,1,1,"2","15","0","8.94","2","2",0,1,0,0,1,0,0,0,0,0,0,0,1
"21","29","114","40","18",4,1,1,1,1,"2","15","0","8.94","2","2",0,1,0,0,1,0,0,0,0,0,0,0,1
"27","64","195","91","20",4,1,1,1,1,"2","60","0","15.72","5","2",1,0,0,0,1,0,0,1,0,0,0,0,0
"7.5","9","35","14","20",4,1,1,1,1,"4","15","0","2.63","5","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"12","32","110","45","22",4,1,1,1,1,"4","20","0","8.51","5","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"16","37","110","47","32",4,1,1,1,1,"4","25","0","8.51","5","2",0,1,0,0,1,0,0,0,0,0,0,0,1
"7","9","34","14","40",4,1,1,1,1,"4","20","0","2.63","5","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"7.5","9","35","14","20",4,1,1,1,1,"2","15","0","2.63","5","2",0,1,1,0,0,0,0,1,0,0,0,0,0
"7","9","34","14","40",4,1,1,1,1,"2","20","0","2.63","5","2",0,1,1,0,0,0,0,1,0,0,0,0,0
"35","37","144","79","8",4,1,1,1,1,"2","30","0","11.28","0","1",0,1,0,0,1,0,0,0,0,0,0,0,1
"35","119","503","114","9",4,1,1,1,1,"2","30","0","11.28","0","1",0,1,0,0,1,0,0,0,0,0,0,0,1
"11.5","17","52","25","25",4,1,1,1,1,"2","15","0","4.71","0","1",1,0,0,0,1,0,0,1,0,0,0,0,0
"12.5","16","52","28","40",4,1,1,1,1,"2","15","0","4.71","0","1",1,0,0,0,1,0,0,1,0,0,0,0,0
"8","15","47","19","40",1,1,1,1,1,"6","20","0","4.62","0","1",0,1,0,0,1,0,1,0,0,0,0,0,0
"8","13","46","24","40",1,1,1,1,1,"6","20","0","4.62","0","1",0,1,0,0,1,0,1,0,0,0,0,0,0
"5","5","19","12","20",4,1,1,1,1,"11","20","0","2.19","1","2",0,1,0,0,0,0,0,0,0,0,0,0,0
"9","17","67","17","16",4,1,1,1,1,"11","10","0","6.25","1","2",0,1,0,0,0,0,0,0,0,0,0,0,0
"8","20","70","19","14",4,1,1,1,1,"11","10","0","6.25","1","2",0,1,0,0,0,0,0,0,0,0,0,1,0
"35.5","78","250","78","20",4,1,1,1,1,"11","20","0","19.39","1","2",0,1,0,0,0,0,0,0,0,0,0,0,0
"10","4","11","9","8",1,1,1,1,1,"11","50","0","1.17","1","2",0,1,0,0,0,0,1,0,0,0,0,0,0
"8","7","15","10","6",1,1,1,1,1,"11","5","0","0.88","1","2",0,1,0,0,0,0,0,0,1,0,0,0,0
"36","82","270","95","43",4,1,1,1,1,"11","70","25","24.306","1","2",0,1,0,0,0,0,0,0,1,0,0,0,0
"5","5","19","12","20",4,1,1,1,1,"12","20","0","2.19","1","2",1,0,0,0,1,0,0,0,0,0,0,0,0
"11","17","68","27","30",4,1,1,1,1,"12","10","0","6.25","1","2",1,0,0,0,1,0,0,0,0,0,0,0,0
"11","22","70","33","20",4,1,1,1,1,"12","10","0","6.25","1","2",1,0,0,0,1,0,0,0,0,0,0,1,0
"35.5","78","250","78","20",4,1,1,1,1,"12","20","0","19.39","1","2",1,0,0,0,1,0,0,0,0,0,0,0,0
"14","6","12","9","3",1,1,1,1,1,"12","30","0","1.2","1","2",1,0,0,0,1,0,1,0,0,0,0,0,0
"8","7","15","10","6",1,1,1,1,1,"12","25","5","1.18","1","2",1,0,0,0,1,1,0,0,0,0,0,0,0
"9","7","12","10","6",1,1,1,1,1,"12","5","0","0.5","1","2",1,0,0,0,1,0,0,0,0,0,0,1,0
"39","86","229","67","30",4,1,1,1,1,"12","50","0","18.54","1","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"35","96","282","94","18",4,1,1,1,1,"12","29","0","21.09","1","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"10.5","13","41","32","11",4,1,1,1,1,"12","5","0","2.86","1","2",1,0,0,0,1,0,0,0,0,1,0,0,0
"13.48333333","22.93333333","78.73333333","35.9","15",4,1,1,1,1,"5","22","0","7.5","4","2",1,0,0,0,1,0,0,0,0,1,0,0,0
"2.916666667","3.766666667","14.66666667","14.66666667","10",4,1,1,1,1,"5","3","0","0.6","4","2",1,0,0,0,1,0,0,0,0,1,0,0,0
"2.65","2.883333333","8.95","8.95","30",4,1,1,1,1,"5","5","0","0.6","4","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"9.883333333","12.81666667","39.66666667","20.25","20",4,1,1,1,1,"5","15","0","3.71","4","2",1,0,0,0,1,0,0,0,0,1,0,0,0
"2.416666667","1.65","4.866666667","4.866666667","30",1,1,1,1,1,"5","5","0","0.06","4","2",0,1,0,0,1,0,1,0,0,0,0,0,0
"13.48333333","22.93333333","78.73333333","35.9","15",4,1,1,1,1,"3","23","0","7.5","4","2",1,0,1,0,0,0,0,1,0,0,0,0,0
"9.883333333","12.81666667","39.66666667","20.25","20",4,1,1,1,1,"3","15","0","3.71","4","2",1,0,1,0,0,0,0,0,0,1,0,0,0
"13.48333333","22.93333333","78.73333333","35.9","15",4,1,1,1,1,"5","22","0","7.5","4","2",0,1,1,0,0,0,0,0,0,1,0,0,0
"2.916666667","3.766666667","14.66666667","14.66666667","10",4,1,1,1,1,"5","3","0","0.6","4","2",0,1,1,0,0,0,0,0,0,1,0,0,0
"2.65","2.883333333","8.95","8.95","30",4,1,1,1,1,"5","5","0","0.6","4","2",0,1,1,0,0,0,0,0,0,0,0,0,1
"9.883333333","12.81666667","39.66666667","20.25","20",4,1,1,1,1,"5","15","0","3.71","4","2",0,1,1,0,0,0,0,0,0,1,0,0,0
"0.616666667","0.2","1.083333333","1.083333333","30",1,1,1,1,1,"2","10","0","0.91","0","1",0,1,1,0,0,0,0,0,0,1,0,0,0
"1.45","1","4.116666667","4.116666667","30",1,1,1,1,1,"2","10","0","0.91","0","1",0,1,1,0,0,0,0,0,0,1,0,0,0
"8.45","10.31666667","27.35","20.53333333","10",4,1,1,1,1,"4","10","0","2.46","1","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"6.833333333","8.566666667","29.2","16.78333333","15",4,1,1,1,1,"4","10","0","2.46","1","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"13.4","16.93333333","51.86666667","22.65","12",4,1,1,1,1,"2","45","0","12","1","2",0,1,0,0,1,0,0,0,0,0,0,0,1
"6.533333333","13.01666667","45.85","19.41666667","10",4,1,1,1,1,"2","33","0","12","1","2",0,1,0,0,1,0,0,0,0,0,0,0,1
"5.383333333","2.766666667","7.033333333","7.016666667","30",1,1,1,1,1,"12","10","0","0.55","3","2",1,0,0,0,1,0,0,0,0,0,0,1,0
"7.65","7.216666667","14.75","14.73333333","30",1,1,1,1,1,"12","10","0","0.53","3","2",1,0,0,0,1,0,1,0,0,0,0,0,0
"3.85","5.133333333","11.93333333","11.93333333","30",4,1,1,1,1,"12","5","0","1.37","3","2",1,0,0,0,1,0,0,0,0,0,1,0,0
"3.983333333","3.633333333","11.68333333","11.68333333","10",4,1,1,1,1,"12","5","0","1.37","3","2",1,0,0,0,1,0,0,0,0,0,1,0,0
